path	line	kind	reason	snippet
safe/src/cli/xmlcatalog.rs	384	unsafe fn	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe fn save_sgml_catalog(
safe/src/cli/xmlcatalog.rs	391	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe { xmlACatalogDump(catal, stdout_handle()) };
safe/src/cli/xmlcatalog.rs	394	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	if unsafe { xmlCatalogIsEmpty(catal) } != 0 {
safe/src/cli/xmlcatalog.rs	395	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe {
safe/src/cli/xmlcatalog.rs	400	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	let out = unsafe { fopen_write(filename.as_ptr()) };
safe/src/cli/xmlcatalog.rs	406	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe {
safe/src/cli/xmlcatalog.rs	424	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe {
safe/src/cli/xmlcatalog.rs	433	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe { xmlInitializeCatalog() };
safe/src/cli/xmlcatalog.rs	437	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	let ret = unsafe { xmlLoadCatalog(catalog_path.as_ptr()) };
safe/src/cli/xmlcatalog.rs	439	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe {
safe/src/cli/xmlcatalog.rs	457	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe {
safe/src/cli/xmlcatalog.rs	489	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	let mut catal = unsafe { xmlLoadSGMLSuperCatalog(catalog_file.as_ptr()) };
safe/src/cli/xmlcatalog.rs	491	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	catal = unsafe { xmlNewCatalog(1) };
safe/src/cli/xmlcatalog.rs	493	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe {
safe/src/cli/xmlcatalog.rs	506	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	super_catalog = unsafe { xmlLoadSGMLSuperCatalog(default.as_ptr()) };
safe/src/cli/xmlcatalog.rs	508	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	super_catalog = unsafe { xmlNewCatalog(1) };
safe/src/cli/xmlcatalog.rs	510	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe {
safe/src/cli/xmlcatalog.rs	518	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe {
safe/src/cli/xmlcatalog.rs	527	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe {
safe/src/cli/xmlcatalog.rs	551	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	let catal = unsafe { xmlLoadSGMLSuperCatalog(catalog_file.as_ptr()) };
safe/src/cli/xmlcatalog.rs	553	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	|| unsafe { xmlACatalogRemove(catal, value.as_ptr() as *const u8) } < 0
safe/src/cli/xmlcatalog.rs	561	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe {
safe/src/cli/xmlcatalog.rs	589	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	let ret = unsafe {
safe/src/cli/xmlcatalog.rs	616	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	if unsafe { xmlCatalogRemove(value.as_ptr() as *const u8) } < 0 {
safe/src/cli/xmlcatalog.rs	627	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe {
safe/src/cli/xmlcatalog.rs	636	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe { run_shell(&mut cfg) };
safe/src/cli/xmlcatalog.rs	648	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	let uri = unsafe { xmlParseURI(entity.as_ptr()) };
safe/src/cli/xmlcatalog.rs	650	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	let ans = unsafe { xmlCatalogResolvePublic(entity.as_ptr() as *const u8) };
safe/src/cli/xmlcatalog.rs	655	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe {
safe/src/cli/xmlcatalog.rs	661	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe { xmlFreeURI(uri) };
safe/src/cli/xmlcatalog.rs	662	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	let mut ans = unsafe { xmlCatalogResolveSystem(entity.as_ptr() as *const u8) };
safe/src/cli/xmlcatalog.rs	665	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	ans = unsafe { xmlCatalogResolveURI(entity.as_ptr() as *const u8) };
safe/src/cli/xmlcatalog.rs	670	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe {
safe/src/cli/xmlcatalog.rs	676	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe {
safe/src/cli/xmlcatalog.rs	685	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe {
safe/src/cli/xmllint.rs	42	unsafe extern fn	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	type xmlGenericErrorFunc = Option<unsafe extern "C" fn(*mut c_void, *const c_char, ...)>;
safe/src/cli/xmllint.rs	76	unsafe extern fn	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe extern "C" fn(*const c_char, *const c_char, *mut xmlParserCtxt) -> xmlParserInputPtr,
safe/src/cli/xmllint.rs	79	unsafe extern block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe extern "C" {
safe/src/cli/xmllint.rs	81	unsafe extern fn	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	static mut xmlFree: Option<unsafe extern "C" fn(*mut c_void)>;
safe/src/cli/xmllint.rs	408	unsafe fn	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe fn c_string_lossy(ptr: *const c_char) -> String {
safe/src/cli/xmllint.rs	412	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe { CStr::from_ptr(ptr) }
safe/src/cli/xmllint.rs	418	unsafe fn	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe fn xml_string_lossy(ptr: *const u8) -> String {
safe/src/cli/xmllint.rs	419	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe { c_string_lossy(ptr as *const c_char) }
safe/src/cli/xmllint.rs	422	unsafe fn	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe fn compile_pattern<'a>(
safe/src/cli/xmllint.rs	428	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe { xmlPatterncompile(expr.as_ptr() as *const xmlChar, dict, 0, namespaces) };
safe/src/cli/xmllint.rs	430	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	eprintln!("Pattern {} failed to compile", unsafe {
safe/src/cli/xmllint.rs	436	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	let mut stream = unsafe { xmlPatternGetStreamCtxt(compiled) };
safe/src/cli/xmllint.rs	437	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	if !stream.is_null() && unsafe { xmlStreamPush(stream, null(), null()) } < 0 {
safe/src/cli/xmllint.rs	439	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe { xmlFreeStreamCtxt(stream) };
safe/src/cli/xmllint.rs	450	unsafe fn	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe fn free_pattern_state(pattern: &mut Option<PatternState<'_>>) {
safe/src/cli/xmllint.rs	453	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe { xmlFreeStreamCtxt(state.stream) };
safe/src/cli/xmllint.rs	456	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe { xmlFreePattern(state.compiled) };
safe/src/cli/xmllint.rs	461	unsafe fn	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe fn process_node(
safe/src/cli/xmllint.rs	466	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	let node_type = unsafe { xmlTextReaderNodeType(reader) };
safe/src/cli/xmllint.rs	467	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	let empty = unsafe { xmlTextReaderIsEmptyElement(reader) };
safe/src/cli/xmllint.rs	468	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	let name = unsafe { xmlTextReaderConstName(reader) };
safe/src/cli/xmllint.rs	469	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	let value = unsafe { xmlTextReaderConstValue(reader) };
safe/src/cli/xmllint.rs	473	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe { xml_string_lossy(name) }
safe/src/cli/xmllint.rs	476	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	let depth = unsafe { xmlTextReaderDepth(reader) };
safe/src/cli/xmllint.rs	477	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	let has_value = unsafe { xmlTextReaderHasValue(reader) };
safe/src/cli/xmllint.rs	483	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe { xml_string_lossy(value) }
safe/src/cli/xmllint.rs	492	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	let node = unsafe { xmlTextReaderCurrentNode(reader) };
safe/src/cli/xmllint.rs	493	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	matched = unsafe { xmlPatternMatch(pattern.compiled, node) };
safe/src/cli/xmllint.rs	495	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	path_ptr = unsafe { xmlGetNodePath(node as *const xmlNode) };
safe/src/cli/xmllint.rs	499	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe { xml_string_lossy(path_ptr) },
safe/src/cli/xmllint.rs	510	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	let ret = unsafe {
safe/src/cli/xmllint.rs	519	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe { xmlFreeStreamCtxt(pattern.stream) };
safe/src/cli/xmllint.rs	527	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe { xml_string_lossy(path_ptr) }
safe/src/cli/xmllint.rs	538	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	&& unsafe { xmlStreamPop(pattern.stream) } < 0
safe/src/cli/xmllint.rs	541	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe { xmlFreeStreamCtxt(pattern.stream) };
safe/src/cli/xmllint.rs	545	unsafe block	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe {
safe/src/cli/xmllint.rs	552	unsafe fn	handwritten CLI entrypoints still need direct FFI calls, raw C strings, FILE* handles, and parser-owned pointer lifetimes	unsafe fn save_doc(doc: xmlDocPtr, output: Option<&CString>) -> i32 {
